Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	residual_0.8	new_profits_3	new_profits_4	gains_3	gains_4	routine_nonhaven	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_8_tax	gains_8_%tot_tax	gains_8_%cit
Armenia	15.0	34405746.0	352205.0	365936.0	310814.0	2670972.0	-884316.0	425.0	4117372.0	AM	103.89858179185416						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10572000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	ARM	0.2098528499381572	0.0278106374346326	0.0278106374346326	0.1796031886849546	50.0	5.0	0.20000000300000004	False	False	False	False	False	False	False	False	False	False	True	2218564329.546198	294014058.95893586	294014058.95893586	1898764910.77734	308802.89999999997	43402.100000000035	403733.1436813177	1673826.8505389488	2327468.618406588	8677937.152694743	1975263.6184065882	8325732.152694743	34721.68000000003	747257.7236813176	2017351.4305389489	395052.72368131764	1665146.4305389489	352205.0	1080860.6829122228	3373119.844234302	728655.6829122228	3020914.844234302	3004825.3386038356	12457628.04379745	2652620.3386038356	12105423.04379745	395052.7296071086	0.00017806683554130506	0.001343652514461169	1665146.4555161453	0.0007505513513131923	0.005663492628251195	79010.54592142171	3.561336710826101e-05	0.0002687305028922338	333029.2911032291	0.00015011027026263848	0.001132698525650239	145731.13876841165	6.568713686937381e-05	0.0004956604431924988	604182.9779096051	0.00027233061032455586	0.002054945875884084	530524.0756786282	0.00023912945349984313	0.00180441737227513	2421084.6450757594	0.0010912844008318598	0.00823458801136413
Australia	626.0	114224661226.0	2494829871.0	2690171158.0	2333158928.0	253654979696.0	28643687022.0	243078.0	106377343705.0	AU	107.82984400141487						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1264944000000.0	2017.0	East Asia & Pacific	High Income	1980.0	AUS	0.2857851967025552	0.047073664446856574	0.047073664446856574	0.2857851967025552	142708.0	5.0	0.300000012	False	False	False	False	True	True	False	False	True	False	True	361502269857.717	59545549400.064545	59545549400.064545	361502269857.717	7978300777.875	-5483470906.875	1340365692.4836478	1512067930.0663483	14680129240.29324	15538640428.206741	12185299369.29324	13043810557.206741	-4386776725.5	4931889744.858648	5103591982.441348	2437059873.8586483	2608762111.441348	2494829871.0	4913915582.178835	5223802974.733692	2419085711.178835	2728973103.733692	9975809167.030525	11253720684.22497	7480979296.030525	8758890813.22497	3655589957.0115643	0.010112218544161179	0.061391489269013305	3913143323.687749	0.010824671516524408	0.06571680609405053	731117991.4023129	0.0020224437088322356	0.012278297853802661	782628664.7375497	0.002164934303304881	0.013143361218810105	725725742.382679	0.002007527484317916	0.01218774114429268	818691963.8677849	0.0022646938404840785	0.013749003445535384	2244293878.580909	0.006208242840257231	0.03769037150874749	2627667349.0741806	0.007268743706943802	0.044128694344893096
Azerbaijan	34.0	1408780229.0	-123259223.0	74114744.0	88391374.0	274409949.0	507587238.0	1707.0	2672316474.0	AZ	-60.129166967083684						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	37810000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	AZE	0.16506068407502758	0.040658330268481056		0.15628907686649504	0.0	4.0	0.20000000300000004	False	False	False	False	False	False	False	False	False	False	True	6240944464.876793	1537291467.4512687		5909289996.322178	200423735.54999998	-323682958.54999995	16531287.26260598	14177728.797745299	283080171.8630299	271312379.53872645	406339394.8630299	394571602.53872645	-258946366.83999997	-41991344.02739401	-44344902.49225469	81267878.97260599	78914320.50774531	-123259223.0	-93423633.33322653	-97671324.6048665	29835589.66677347	25587898.395133495	123035801.30549456	105519200.9921917	246295024.30549455	228778423.9921917	81267880.19162418	0.013021727824849111	0.052864327885954604	78914321.69146012	0.012644612067224672	0.05133335048186733	16253576.038324839	0.0026043455649698228	0.010572865577190923	15782864.338292027	0.002528922413444935	0.010266670096373469	5967118.022861464	0.000956124198259352	0.0038815788347245335	5117579.755790396	0.0008200008483638102	0.0033289586679844238	49259005.59998399	0.00789287677165005	0.0320427236102808	45755685.48477362	0.007331532229181103	0.029763832333391946
Bahrain	55.0	1421750519.0	223157878.0	7131890.0	6387676.0	1261724364.0	-886150119.0	3630.0	387145605.0	BH	3.1958943434656613						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	32176000000.000008	2016.0	Middle East & North Africa	High Income	1980.0	BHR	0.010698814875357579	0.0012930118512464242		0.010698814875357579	1270.0	4.0	0.0	False	False	False	False	False	False	False	False	False	False	True	344245067.4295055	41603949.325704955		344245067.4295055	29035920.375	194121957.625	16683486.72243337	20914015.85927502	112453353.98716684	133605999.6713751	-110704524.01283316	-89551878.3286249	155297566.1	201016973.19743335	205247502.334275	-22140904.802566648	-17910375.665724993	223157878.0	253268156.53756616	260903395.66898268	30110278.537566155	37745517.668982685	124168561.39856274	155654708.4861491	-98989316.60143726	-67503169.5138509	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Bangladesh	46.0	1294792118.0	431316960.0	164242813.0	163423354.0	70571531.0	86964218.0	3448.0	1645978529.0	BD	38.07937740264144						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	235623000000.0	2016.0	South Asia	LMICs	1980.0	BGD	0.08190838789003095	0.016350831023436912	0.016350831023436912	0.08190838789003095	349757.0	5.0	0.2600000024	False	False	False	False	False	False	False	False	False	False	True	19299500079.812763	3852631858.2352753	3852631858.2352753	19299500079.812763	123448389.675	307868570.325	15193697.361305047	19538775.835833002	199416876.48152524	221142268.85416502	-231900083.51847476	-210174691.14583498	246294856.26	384936943.29630506	389282021.770833	-46380016.70369494	-42034938.229166985	431316960.0	458738473.6904938	466580450.9289627	27421513.690493822	35263490.92896271	113080651.24909449	145419343.5333957	-318236308.7509055	-285897616.4666043	-60294022.27136363	-0.003124123527657126	-0.01565008661351353	-54645420.20233635	-0.0028314422641182993	-0.014183919516090765	-12058804.454272723	-0.000624824705531425	-0.003130017322702705	-10929084.040467268	-0.0005662884528236597	-0.0028367839032181525	7129593.625340026	0.0003694185650330687	0.0018505774461943492	9168507.726162681	0.0004750645191972056	0.0023798037454744974	-82741441.03900257	-0.004287232347823866	-0.02147660199147677	-74333380.96747139	-0.003851570282135129	-0.019294182185764387
Brunei	24.0	193458292.0	-591701.0	5073988.0	3786609.0	46243112.0	-83090481.0	450.0	152139797.0	BN	-857.5256759748587						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11399000000.0	2016.0	East Asia & Pacific	High Income	1980.0	BRN					10554.0	1.0	0.185000002	False	False	False	False	False	False	False	False	False	False	True					11410484.775	-12002185.775	2270130.239303002	2693611.29709675	22761135.97151501	24878541.26048375	23352836.97151501	25470242.26048375	-9601748.620000001	4078866.3943030015	4502347.452096749	4670567.394303001	5094048.452096749	-591701.0	3505419.401699537	4269716.027320795	4097120.401699537	4861417.027320795	16895677.186148494	20047478.401363637	17487378.186148494	20639179.401363637	4320274.886435951			4711994.869129978			864054.97728719			942398.9738259955			757967.2825086551			899362.1597771811			3235164.999412228			3818248.2305306317		
Burma	22.0	339823137.0	25001023.0	7347504.0	6703894.0	70518545.0	-19467656.0	1838.0	489433895.0	MM	29.38881340975527						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	63251000000.0	2017.0	East Asia & Pacific	LMICs	1980.0	MMR	0.06694304797269261			0.06593628472863733	41274.0	3.0	0.25	False	False	True	False	False	False	False	False	False	False	True	4234214727.3207803			4170535945.37104	36707542.125	-11706519.125	3987643.906824665	8359617.229288702	56645761.65912333	78505628.27144352	31644738.65912333	53504605.271443516	-9365215.3	31329970.731824666	35701944.0542887	6328947.731824666	10700921.0542887	25001023.0	32197904.0081929	40088420.94199366	7196881.008192901	15087397.941993661	29678448.846929308	62217308.795988865	4677425.846929308	37216285.795988865	7911184.664780833	0.0018683947731169205		13376151.317860879	0.0031590630563803983		1582236.9329561666	0.0003736789546233841		2675230.263572175	0.0006318126112760795		1799220.2520482251	0.0004249241873443415		3771849.4854984153	0.0008908025993960564		1169356.461732327	0.0002761684366612751		9304071.448997216	0.0021973546568065556	
Cambodia	22.0	318322883.0	26541819.0	6337670.0	8193926.0	86362869.0	111098776.0	2187.0	273351900.0	KH	23.878054476974626						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20157000000.0	2016.0	East Asia & Pacific	LMICs	1980.0	KHM	0.15776440119812538	0.03077407931032373		0.15776440119812538	10148.66	4.0	0.20000000300000004	False	False	True	False	False	False	False	False	False	False	True	3180057034.950613	620313116.6581955		3180057034.950613	20501392.5	6040426.5	3735349.8528789426	9442209.348823378	39178141.764394715	67712439.24411689	12636322.764394715	41170620.24411689	4832341.2	29069083.552878942	34775943.04882338	2527264.5528789423	8234124.048823379	26541819.0	33283360.88370026	43583074.11849931	6741541.883700259	17041255.11849931	27800724.468983296	70274611.70277807	1258905.4689832963	43732792.70277807	2527264.590787912	0.0007947230389303884	0.004074175642783455	8234124.17233524	0.0025893007835512353	0.013274141641071248	505452.91815758223	0.00015894460778607765	0.0008148351285566908	1646824.8344670483	0.0005178601567102471	0.00265482832821425	1348308.3969646776	0.00042398874678850444	0.0021735932398598973	3408251.0748236277	0.0010717578450213422	0.005494404331130144	251781.0975733757	7.917502573260794e-05	0.0004058935573211681	8746558.671753993	0.0027504408177666	0.014100231700522811
China	740.0	253508913118.0	19083105379.0	5029773987.0	4744238082.0	68027434479.0	36564688561.0	1055018.0	68076364837.0	CN	26.35720909729406						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11221836000000.0	2017.0	East Asia & Pacific	UMICs	1980.0	CHN	0.2379035428517283	0.038693812393345565	0.038693812393345565	0.1889796763459273	457529.0	5.0	0.25	False	True	False	False	False	True	False	False	False	True	True	2669714541701.0674	434215616892.8914	434215616892.8914	2120698935287.0754	5105727362.775	13977378016.225	2974792363.0071607	5141383450.472316	19979689177.810802	30812644615.136574	896583798.8108025	11729539236.136574	11181902412.980001	19262422138.76216	21429013226.227318	179316759.76216125	2345907847.227318	19083105379.0	24451996674.43454	28362250100.827957	5368891295.43454	9279144721.827957	22140197329.21602	38265273756.30102	3057091950.2160187	19182168377.301018	224145949.70270061	8.395877019865992e-05	0.0005162088625614565	2932384809.0341434	0.0010983888963520833	0.006753291901422972	44829189.94054031	1.6791754039732057e-05	0.00010324177251229174	586476961.8068295	0.00021967777927041696	0.0013506583802845962	1342222823.858635	0.0005027589290514214	0.003091143596960316	2319786180.4569893	0.0008689266752013444	0.005342475236281551	764272987.5540047	0.0002862751712274944	0.0017601232148739803	4795542094.325254	0.0017962752269647785	0.01104414928380657
Fiji	18.0	348107491.0	18984874.0	3467002.0	3420069.0	43544150.0	71985362.0	2450.0	316302537.0	FJ	18.2619173558908						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4666000000.0	2017.0	East Asia & Pacific	UMICs	1980.0	FJI	0.2703869668688574	0.044209735035242725	0.044209735035242725	0.2703869668688574	1007.0	5.0	0.20000000300000004	False	False	False	False	False	False	False	False	False	False	True	1261625587.4100885	206282623.67444256	206282623.67444256	1261625587.4100885	23722690.275	-4737816.2749999985	4084856.3981273943	10527846.276265606	44146972.265636966	76361921.65632802	25162098.265636966	57377047.65632802	-3790253.019999999	24017293.653127395	30460283.531265605	5032419.653127395	11475409.531265605	18984874.0	26357203.656257577	37985481.550026596	7372329.656257577	19000607.550026596	30401962.785942987	78354575.90476929	11417088.785942987	59369701.90476929	5032419.728613689	0.003988837717649993	0.02439575199778294	11475409.703396749	0.009095733169897015	0.05562955085110495	1006483.945722738	0.0007977675435299988	0.00487915039955659	2295081.94067935	0.0018191466339794033	0.011125910170220991	1474465.9533685048	0.001168703273048974	0.007147795229207103	3800121.5670071426	0.003012083461947036	0.018421917945956198	2283417.7914398643	0.0018099013005335033	0.011069365663312382	11873940.559062965	0.009411619958848668	0.057561516077100826
Georgia	19.0	195246772.0	31141377.0	990287.0	294790.0	16897635.0	-23832303.0	487.0	11393415.0	GE	3.1799717783834667						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14330000000.0	2016.0	Europe & Central Asia	UMICs	1980.0	GEO	0.2583797923217164	0.019991016461014085	0.019991016461014085	0.2583797923217164	0.01127	5.0	0.150000006	False	False	False	False	False	False	False	False	False	False	True	3702582423.970196	286471265.88633186	286471265.88633186	3702582423.970196	854506.125	30286870.875	2291117.10157918	2832251.858380337	12310091.632895902	15015765.416901683	-18831285.3671041	-16125611.583098317	24229496.700000003	27375119.926579185	27916254.68338034	-3766257.073420815	-3225122.3166196607	31141377.0	35276374.39223986	36253011.86165635	4134997.392239861	5111634.861656353	17051874.061565354	21079325.001086973	-14089502.938434646	-10062051.998913027	-2824692.9180533267	-0.0007628980518479511	-0.009860301029891523	-2418841.834218417	-0.0006532850743737791	-0.008443575751776036	-564938.5836106647	-0.00015257961036959004	-0.0019720602059783024	-483768.366843683	-0.00013065701487475573	-0.0016887151503552056	620249.6336459635	0.00016751811644503077	0.002165137336643287	766745.259918262	0.00020708391390679654	0.002676517163234433	-2113425.5253022145	-0.0005707976982821725	-0.00737744331447467	-1509307.860209266	-0.0004076365323937527	-0.005268618671193851
Guam	43.0	798897605.0	74599310.0	18347355.0	12374401.0	94275066.0	244693548.0	1160.0	144706237.0	GU	24.59453713445875													Tax haven									0.349999994	False	False	False	False	False	False	False	False	False	False	True					10852967.775	63746342.225	9374638.804405682	8704905.104061704	57726161.79702841	54377493.295308515	-16873148.202971593	-20221816.704691485	50997073.78	71224680.35940568	70554946.6590617	-3374629.6405943185	-4044363.3409383	0.0	16919304.11705691	15710571.87787599	-57680005.882943094	-58888738.12212401	69771710.99426004	64787149.22516489	-4827599.005739957	-9812160.77483511	-5905601.769801168			-7077635.725311119			-1181120.3539602335			-1415527.145062225			-20188001.712950047			-20611057.989410974			-1689659.623043391			-3434256.212319324		
Hong Kong	664.0	138055904708.0	9714415363.0	1584539008.0	1341963513.0	76521598406.0	60143571233.0	85285.0	10007344640.0	HK	16.311213272135234						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	320881000000.0	2017.0	East Asia & Pacific	Tax haven	1980.0	HKG	0.13574933149175708	0.055688944921344886	0.055688944921344886	0.13574933149175708	143620.0	5.0	0.165000007	False	False	False	False	False	False	False	False	False	False	True	43559381238.4065	17869524335.30607	17869524335.30607	43559381238.4065	750550848.0	8963864515.0	1620012669.149196	1105385469.5599713	8850614193.745977	6277478195.799856	-863801169.2540226	-3436937167.200144	7171091612.0	9541655129.149197	9027027929.55997	-172760233.85080338	-687387433.4400291	0.0	2923791262.2232494	1994994507.6573615	-6790624100.776751	-7719420855.342638	12057110478.304264	8226944752.596489	2342695115.304264	-1487470610.403511	-142527198.97352192	-0.0032720207432114542	-0.007975992885939386	-567094656.6465839	-0.013018886874053528	-0.03173529669875629	-28505439.794704195	-0.0006544041486422866	-0.0015951985771878664	-113418931.32931684	-0.002603777374810707	-0.006347059339751261	-1120453024.1625326	-0.025722427461265775	-0.06270189419361182	-1273704495.1674812	-0.029240647111039544	-0.0712780301964129	386544710.4240694	0.008873971563288672	0.021631505303157175	-245432661.12887362	-0.00563443864791345	-0.013734705889398251
